Edition,Sport,Discipline,NOC,Event,Event_gender,Medal
2000,Aquatics,Diving,RUS,10m platform,M,Bronze
2000,Aquatics,Diving,CHN,10m platform,M,Gold
2000,Aquatics,Diving,CHN,10m platform,M,Silver
2000,Aquatics,Diving,CAN,10m platform,W,Bronze
2000,Aquatics,Diving,USA,10m platform,W,Gold
2000,Aquatics,Diving,CHN,10m platform,W,Silver
2000,Aquatics,Diving,RUS,3m springboard,M,Bronze
2000,Aquatics,Diving,CHN,3m springboard,M,Gold
2000,Aquatics,Diving,MEX,3m springboard,M,Silver
2000,Aquatics,Diving,GER,3m springboard,W,Bronze
2000,Aquatics,Diving,CHN,3m springboard,W,Gold
2000,Aquatics,Diving,CHN,3m springboard,W,Silver
2000,Aquatics,Diving,GER,synchronized diving 10m platform,M,Bronze
2000,Aquatics,Diving,RUS,synchronized diving 10m platform,M,Gold
2000,Aquatics,Diving,CHN,synchronized diving 10m platform,M,Silver
2000,Aquatics,Diving,AUS,synchronized diving 10m platform,W,Bronze
2000,Aquatics,Diving,CHN,synchronized diving 10m platform,W,Gold
2000,Aquatics,Diving,CAN,synchronized diving 10m platform,W,Silver
2000,Aquatics,Diving,AUS,synchronized diving 3m springboard,M,Bronze
2000,Aquatics,Diving,CHN,synchronized diving 3m springboard,M,Gold
2000,Aquatics,Diving,RUS,synchronized diving 3m springboard,M,Silver
2000,Aquatics,Diving,UKR,synchronized diving 3m springboard,W,Bronze
2000,Aquatics,Diving,RUS,synchronized diving 3m springboard,W,Gold
2000,Aquatics,Diving,CHN,synchronized diving 3m springboard,W,Silver
2000,Aquatics,Swimming,GER,100m backstroke,M,Bronze
2000,Aquatics,Swimming,USA,100m backstroke,M,Gold
2000,Aquatics,Swimming,AUS,100m backstroke,M,Silver
2000,Aquatics,Swimming,ESP,100m backstroke,W,Bronze
2000,Aquatics,Swimming,ROU,100m backstroke,W,Gold
2000,Aquatics,Swimming,JPN,100m backstroke,W,Silver
2000,Aquatics,Swimming,RUS,100m breaststroke,M,Bronze
2000,Aquatics,Swimming,ITA,100m breaststroke,M,Gold
2000,Aquatics,Swimming,USA,100m breaststroke,M,Silver
2000,Aquatics,Swimming,RSA,100m breaststroke,W,Bronze
2000,Aquatics,Swimming,USA,100m breaststroke,W,Gold
2000,Aquatics,Swimming,AUS,100m breaststroke,W,Silver
2000,Aquatics,Swimming,AUS,100m butterfly,M,Bronze
2000,Aquatics,Swimming,SWE,100m butterfly,M,Gold
2000,Aquatics,Swimming,AUS,100m butterfly,M,Silver
2000,Aquatics,Swimming,USA,100m butterfly,W,Bronze
2000,Aquatics,Swimming,NED,100m butterfly,W,Gold
2000,Aquatics,Swimming,SVK,100m butterfly,W,Silver
2000,Aquatics,Swimming,USA,100m freestyle,M,Bronze
2000,Aquatics,Swimming,NED,100m freestyle,M,Gold
2000,Aquatics,Swimming,RUS,100m freestyle,M,Silver
2000,Aquatics,Swimming,USA,100m freestyle,W,Bronze
2000,Aquatics,Swimming,NED,100m freestyle,W,Gold
2000,Aquatics,Swimming,SWE,100m freestyle,W,Silver
2000,Aquatics,Swimming,USA,1500m freestyle,M,Bronze
2000,Aquatics,Swimming,AUS,1500m freestyle,M,Gold
2000,Aquatics,Swimming,AUS,1500m freestyle,M,Silver
2000,Aquatics,Swimming,AUS,200m backstroke,M,Bronze
2000,Aquatics,Swimming,USA,200m backstroke,M,Gold
2000,Aquatics,Swimming,USA,200m backstroke,M,Silver
2000,Aquatics,Swimming,JPN,200m backstroke,W,Bronze
2000,Aquatics,Swimming,ROU,200m backstroke,W,Gold
2000,Aquatics,Swimming,FRA,200m backstroke,W,Silver
2000,Aquatics,Swimming,ITA,200m breaststroke,M,Bronze
2000,Aquatics,Swimming,ITA,200m breaststroke,M,Gold
2000,Aquatics,Swimming,RSA,200m breaststroke,M,Silver
2000,Aquatics,Swimming,USA,200m breaststroke,W,Bronze
2000,Aquatics,Swimming,HUN,200m breaststroke,W,Gold
2000,Aquatics,Swimming,USA,200m breaststroke,W,Silver
2000,Aquatics,Swimming,AUS,200m butterfly,M,Bronze
2000,Aquatics,Swimming,USA,200m butterfly,M,Gold
2000,Aquatics,Swimming,UKR,200m butterfly,M,Silver
2000,Aquatics,Swimming,AUS,200m butterfly,W,Bronze
2000,Aquatics,Swimming,USA,200m butterfly,W,Gold
2000,Aquatics,Swimming,AUS,200m butterfly,W,Silver
2000,Aquatics,Swimming,ITA,200m freestyle,M,Bronze
2000,Aquatics,Swimming,NED,200m freestyle,M,Gold
2000,Aquatics,Swimming,AUS,200m freestyle,M,Silver
2000,Aquatics,Swimming,CRC,200m freestyle,W,Bronze
2000,Aquatics,Swimming,AUS,200m freestyle,W,Gold
2000,Aquatics,Swimming,SVK,200m freestyle,W,Silver
2000,Aquatics,Swimming,USA,200m individual medley,M,Bronze
2000,Aquatics,Swimming,ITA,200m individual medley,M,Gold
2000,Aquatics,Swimming,USA,200m individual medley,M,Silver
2000,Aquatics,Swimming,USA,200m individual medley,W,Bronze
2000,Aquatics,Swimming,UKR,200m individual medley,W,Gold
2000,Aquatics,Swimming,ROU,200m individual medley,W,Silver
2000,Aquatics,Swimming,USA,400m freestyle,M,Bronze
2000,Aquatics,Swimming,AUS,400m freestyle,M,Gold
2000,Aquatics,Swimming,ITA,400m freestyle,M,Silver
2000,Aquatics,Swimming,CRC,400m freestyle,W,Bronze
2000,Aquatics,Swimming,USA,400m freestyle,W,Gold
2000,Aquatics,Swimming,USA,400m freestyle,W,Silver
2000,Aquatics,Swimming,CAN,400m individual medley,M,Bronze
2000,Aquatics,Swimming,USA,400m individual medley,M,Gold
2000,Aquatics,Swimming,USA,400m individual medley,M,Silver
2000,Aquatics,Swimming,ROU,400m individual medley,W,Bronze
2000,Aquatics,Swimming,UKR,400m individual medley,W,Gold
2000,Aquatics,Swimming,JPN,400m individual medley,W,Silver
2000,Aquatics,Swimming,BRA,4x100m freestyle relay,M,Bronze
2000,Aquatics,Swimming,AUS,4x100m freestyle relay,M,Gold
2000,Aquatics,Swimming,USA,4x100m freestyle relay,M,Silver
2000,Aquatics,Swimming,SWE,4x100m freestyle relay,W,Bronze
2000,Aquatics,Swimming,USA,4x100m freestyle relay,W,Gold
2000,Aquatics,Swimming,NED,4x100m freestyle relay,W,Silver
2000,Aquatics,Swimming,GER,4x100m medley relay,M,Bronze
2000,Aquatics,Swimming,USA,4x100m medley relay,M,Gold
2000,Aquatics,Swimming,AUS,4x100m medley relay,M,Silver
2000,Aquatics,Swimming,JPN,4x100m medley relay,W,Bronze
2000,Aquatics,Swimming,USA,4x100m medley relay,W,Gold
2000,Aquatics,Swimming,AUS,4x100m medley relay,W,Silver
2000,Aquatics,Swimming,NED,4x200m freestyle relay,M,Bronze
2000,Aquatics,Swimming,AUS,4x200m freestyle relay,M,Gold
2000,Aquatics,Swimming,USA,4x200m freestyle relay,M,Silver
2000,Aquatics,Swimming,GER,4x200m freestyle relay,W,Bronze
2000,Aquatics,Swimming,USA,4x200m freestyle relay,W,Gold
2000,Aquatics,Swimming,AUS,4x200m freestyle relay,W,Silver
2000,Aquatics,Swimming,NED,50m freestyle,M,Bronze
2000,Aquatics,Swimming,USA,50m freestyle,M,Gold
2000,Aquatics,Swimming,USA,50m freestyle,W,Bronze
2000,Aquatics,Swimming,NED,50m freestyle,W,Gold
2000,Aquatics,Swimming,SWE,50m freestyle,W,Silver
2000,Aquatics,Swimming,USA,800m freestyle,W,Bronze
2000,Aquatics,Swimming,USA,800m freestyle,W,Gold
2000,Aquatics,Swimming,UKR,800m freestyle,W,Silver
2000,Aquatics,Synchronized S.,FRA,duet,W,Bronze
2000,Aquatics,Synchronized S.,RUS,duet,W,Gold
2000,Aquatics,Synchronized S.,JPN,duet,W,Silver
2000,Aquatics,Synchronized S.,CAN,team,W,Bronze
2000,Aquatics,Synchronized S.,RUS,team,W,Gold
2000,Aquatics,Synchronized S.,JPN,team,W,Silver
2000,Aquatics,Water polo,YUG,water polo,M,Bronze
2000,Aquatics,Water polo,HUN,water polo,M,Gold
2000,Aquatics,Water polo,RUS,water polo,M,Silver
2000,Aquatics,Water polo,RUS,water polo,W,Bronze
2000,Aquatics,Water polo,AUS,water polo,W,Gold
2000,Aquatics,Water polo,USA,water polo,W,Silver
2000,Archery,Archery,NED,individual (FITA Olympic round - 70m),M,Bronze
2000,Archery,Archery,AUS,individual (FITA Olympic round - 70m),M,Gold
2000,Archery,Archery,USA,individual (FITA Olympic round - 70m),M,Silver
2000,Archery,Archery,KOR,individual (FITA Olympic round - 70m),W,Bronze
2000,Archery,Archery,KOR,individual (FITA Olympic round - 70m),W,Gold
2000,Archery,Archery,KOR,individual (FITA Olympic round - 70m),W,Silver
2000,Archery,Archery,USA,team (FITA Olympic round - 70m),M,Bronze
2000,Archery,Archery,KOR,team (FITA Olympic round - 70m),M,Gold
2000,Archery,Archery,ITA,team (FITA Olympic round - 70m),M,Silver
2000,Archery,Archery,GER,team (FITA Olympic round - 70m),W,Bronze
2000,Archery,Archery,KOR,team (FITA Olympic round - 70m),W,Gold
2000,Archery,Archery,UKR,team (FITA Olympic round - 70m),W,Silver
2000,Athletics,Athletics,ETH,10000m,M,Bronze
2000,Athletics,Athletics,ETH,10000m,M,Gold
2000,Athletics,Athletics,KEN,10000m,M,Silver
2000,Athletics,Athletics,POR,10000m,W,Bronze
2000,Athletics,Athletics,ETH,10000m,W,Gold
2000,Athletics,Athletics,ETH,10000m,W,Silver
2000,Athletics,Athletics,BAR,100m,M,Bronze
2000,Athletics,Athletics,USA,100m,M,Gold
2000,Athletics,Athletics,TRI,100m,M,Silver
2000,Athletics,Athletics,JAM,100m,W,Bronze
2000,Athletics,Athletics,JAM,100m,W,Silver
2000,Athletics,Athletics,GRE,100m,W,Silver
2000,Athletics,Athletics,USA,100m hurdles,W,Bronze
2000,Athletics,Athletics,KAZ,100m hurdles,W,Gold
2000,Athletics,Athletics,NGR,100m hurdles,W,Silver
2000,Athletics,Athletics,USA,110m hurdles,M,Bronze
2000,Athletics,Athletics,CUB,110m hurdles,M,Gold
2000,Athletics,Athletics,USA,110m hurdles,M,Silver
2000,Athletics,Athletics,KEN,1500m,M,Bronze
2000,Athletics,Athletics,KEN,1500m,M,Gold
2000,Athletics,Athletics,MAR,1500m,M,Silver
2000,Athletics,Athletics,ROU,1500m,W,Bronze
2000,Athletics,Athletics,ALG,1500m,W,Gold
2000,Athletics,Athletics,ROU,1500m,W,Silver
2000,Athletics,Athletics,TRI,200m,M,Bronze
2000,Athletics,Athletics,GRE,200m,M,Gold
2000,Athletics,Athletics,GBR,200m,M,Silver
2000,Athletics,Athletics,JAM,200m,W,Bronze
2000,Athletics,Athletics,BAH,200m,W,Gold
2000,Athletics,Athletics,SRI,200m,W,Silver
2000,Athletics,Athletics,ESP,20km race walk,W,Bronze
2000,Athletics,Athletics,CHN,20km race walk,W,Gold
2000,Athletics,Athletics,NOR,20km race walk,W,Silver
2000,Athletics,Athletics,RUS,20km walk,M,Bronze
2000,Athletics,Athletics,POL,20km walk,M,Gold
2000,Athletics,Athletics,MEX,20km walk,M,Silver
2000,Athletics,Athletics,MAR,3000m steeplechase,M,Bronze
2000,Athletics,Athletics,KEN,3000m steeplechase,M,Gold
2000,Athletics,Athletics,KEN,3000m steeplechase,M,Silver
2000,Athletics,Athletics,JAM,400m,M,Bronze
2000,Athletics,Athletics,USA,400m,M,Gold
2000,Athletics,Athletics,USA,400m,M,Silver
2000,Athletics,Athletics,GBR,400m,W,Bronze
2000,Athletics,Athletics,AUS,400m,W,Gold
2000,Athletics,Athletics,JAM,400m,W,Silver
2000,Athletics,Athletics,RSA,400m hurdles,M,Bronze
2000,Athletics,Athletics,USA,400m hurdles,M,Gold
2000,Athletics,Athletics,KSA,400m hurdles,M,Silver
2000,Athletics,Athletics,MAR,400m hurdles,W,Bronze
2000,Athletics,Athletics,RUS,400m hurdles,W,Gold
2000,Athletics,Athletics,JAM,400m hurdles,W,Silver
2000,Athletics,Athletics,CUB,4x100m relay,M,Bronze
2000,Athletics,Athletics,USA,4x100m relay,M,Gold
2000,Athletics,Athletics,BRA,4x100m relay,M,Silver
2000,Athletics,Athletics,USA,4x100m relay,W,Bronze
2000,Athletics,Athletics,BAH,4x100m relay,W,Gold
2000,Athletics,Athletics,JAM,4x100m relay,W,Silver
2000,Athletics,Athletics,JAM,4x400m relay,M,Bronze
2000,Athletics,Athletics,NGR,4x400m relay,M,Silver
2000,Athletics,Athletics,RUS,4x400m relay,W,Bronze
2000,Athletics,Athletics,USA,4x400m relay,W,Gold
2000,Athletics,Athletics,JAM,4x400m relay,W,Silver
2000,Athletics,Athletics,MAR,5000m,M,Bronze
2000,Athletics,Athletics,ETH,5000m,M,Gold
2000,Athletics,Athletics,ALG,5000m,M,Silver
2000,Athletics,Athletics,ETH,5000m,W,Bronze
2000,Athletics,Athletics,ROU,5000m,W,Gold
2000,Athletics,Athletics,IRL,5000m,W,Silver
2000,Athletics,Athletics,MEX,50km walk,M,Bronze
2000,Athletics,Athletics,POL,50km walk,M,Gold
2000,Athletics,Athletics,LAT,50km walk,M,Silver
2000,Athletics,Athletics,ALG,800m,M,Bronze
2000,Athletics,Athletics,GER,800m,M,Gold
2000,Athletics,Athletics,DEN,800m,M,Silver
2000,Athletics,Athletics,GBR,800m,W,Bronze
2000,Athletics,Athletics,MOZ,800m,W,Gold
2000,Athletics,Athletics,AUT,800m,W,Silver
2000,Athletics,Athletics,USA,decathlon,M,Bronze
2000,Athletics,Athletics,EST,decathlon,M,Gold
2000,Athletics,Athletics,CZE,decathlon,M,Silver
2000,Athletics,Athletics,RSA,discus throw,M,Bronze
2000,Athletics,Athletics,LTU,discus throw,M,Gold
2000,Athletics,Athletics,GER,discus throw,M,Silver
2000,Athletics,Athletics,BLR,discus throw,W,Bronze
2000,Athletics,Athletics,BLR,discus throw,W,Gold
2000,Athletics,Athletics,GRE,discus throw,W,Silver
2000,Athletics,Athletics,BLR,hammer throw,M,Bronze
2000,Athletics,Athletics,POL,hammer throw,M,Gold
2000,Athletics,Athletics,ITA,hammer throw,M,Silver
2000,Athletics,Athletics,GER,hammer throw,W,Bronze
2000,Athletics,Athletics,POL,hammer throw,W,Gold
2000,Athletics,Athletics,RUS,hammer throw,W,Silver
2000,Athletics,Athletics,BLR,heptathlon,W,Bronze
2000,Athletics,Athletics,GBR,heptathlon,W,Gold
2000,Athletics,Athletics,RUS,heptathlon,W,Silver
2000,Athletics,Athletics,ALG,high jump,M,Bronze
2000,Athletics,Athletics,RUS,high jump,M,Gold
2000,Athletics,Athletics,CUB,high jump,M,Silver
2000,Athletics,Athletics,SWE,high jump,W,Bronze
2000,Athletics,Athletics,ROU,high jump,W,Bronze
2000,Athletics,Athletics,RUS,high jump,W,Gold
2000,Athletics,Athletics,RSA,high jump,W,Silver
2000,Athletics,Athletics,RUS,javelin throw,M,Bronze
2000,Athletics,Athletics,CZE,javelin throw,M,Gold
2000,Athletics,Athletics,GBR,javelin throw,M,Silver
2000,Athletics,Athletics,CUB,javelin throw,W,Bronze
2000,Athletics,Athletics,NOR,javelin throw,W,Gold
2000,Athletics,Athletics,GRE,javelin throw,W,Silver
2000,Athletics,Athletics,UKR,long jump,M,Bronze
2000,Athletics,Athletics,CUB,long jump,M,Gold
2000,Athletics,Athletics,AUS,long jump,M,Silver
2000,Athletics,Athletics,RUS,long jump,W,Bronze
2000,Athletics,Athletics,GER,long jump,W,Gold
2000,Athletics,Athletics,ITA,long jump,W,Silver
2000,Athletics,Athletics,ETH,marathon,M,Bronze
2000,Athletics,Athletics,KEN,marathon,W,Bronze
2000,Athletics,Athletics,ETH,marathon,M,Gold
2000,Athletics,Athletics,KEN,marathon,M,Silver
2000,Athletics,Athletics,JPN,marathon,W,Gold
2000,Athletics,Athletics,ROU,marathon,W,Silver
2000,Athletics,Athletics,RUS,pole vault,M,Bronze
2000,Athletics,Athletics,USA,pole vault,M,Gold
2000,Athletics,Athletics,USA,pole vault,M,Silver
2000,Athletics,Athletics,ISL,pole vault,W,Bronze
2000,Athletics,Athletics,USA,pole vault,W,Gold
2000,Athletics,Athletics,AUS,pole vault,W,Silver
2000,Athletics,Athletics,USA,shot put,M,Bronze
2000,Athletics,Athletics,FIN,shot put,M,Gold
2000,Athletics,Athletics,USA,shot put,M,Silver
2000,Athletics,Athletics,GER,shot put,W,Bronze
2000,Athletics,Athletics,BLR,shot put,W,Gold
2000,Athletics,Athletics,RUS,shot put,W,Silver
2000,Athletics,Athletics,RUS,triple jump,M,Bronze
2000,Athletics,Athletics,GBR,triple jump,M,Gold
2000,Athletics,Athletics,CUB,triple jump,M,Silver
2000,Athletics,Athletics,UKR,triple jump,W,Bronze
2000,Athletics,Athletics,BUL,triple jump,W,Gold
2000,Athletics,Athletics,RUS,triple jump,W,Silver
2000,Badminton,Badminton,KOR,doubles,M,Bronze
2000,Badminton,Badminton,GBR,doubles,X,Bronze
2000,Badminton,Badminton,INA,doubles,M,Gold
2000,Badminton,Badminton,CHN,doubles,X,Gold
2000,Badminton,Badminton,KOR,doubles,M,Silver
2000,Badminton,Badminton,INA,doubles,X,Silver
2000,Badminton,Badminton,CHN,doubles,W,Bronze
2000,Badminton,Badminton,GBR,doubles,X,Bronze
2000,Badminton,Badminton,CHN,doubles,W,Gold
2000,Badminton,Badminton,CHN,doubles,X,Gold
2000,Badminton,Badminton,CHN,doubles,W,Silver
2000,Badminton,Badminton,INA,doubles,X,Silver
2000,Badminton,Badminton,CHN,singles,M,Bronze
2000,Badminton,Badminton,CHN,singles,M,Gold
2000,Badminton,Badminton,INA,singles,M,Silver
2000,Badminton,Badminton,CHN,singles,W,Bronze
2000,Badminton,Badminton,CHN,singles,W,Gold
2000,Badminton,Badminton,DEN,singles,W,Silver
2000,Baseball,Baseball,KOR,baseball,M,Bronze
2000,Baseball,Baseball,USA,baseball,M,Gold
2000,Baseball,Baseball,CUB,baseball,M,Silver
2000,Basketball,Basketball,LTU,basketball,M,Bronze
2000,Basketball,Basketball,USA,basketball,M,Gold
2000,Basketball,Basketball,FRA,basketball,M,Silver
2000,Basketball,Basketball,BRA,basketball,W,Bronze
2000,Basketball,Basketball,USA,basketball,W,Gold
2000,Basketball,Basketball,AUS,basketball,W,Silver
2000,Boxing,Boxing,PRK,- 48kg (light-flyweight),M,Bronze
2000,Boxing,Boxing,CUB,- 48kg (light-flyweight),M,Bronze
2000,Boxing,Boxing,FRA,- 48kg (light-flyweight),M,Gold
2000,Boxing,Boxing,ESP,- 48kg (light-flyweight),M,Silver
2000,Boxing,Boxing,UZB,+ 91kg (super heavyweight),M,Bronze
2000,Boxing,Boxing,ITA,+ 91kg (super heavyweight),M,Bronze
2000,Boxing,Boxing,GBR,+ 91kg (super heavyweight),M,Gold
2000,Boxing,Boxing,KAZ,+ 91kg (super heavyweight),M,Silver
2000,Boxing,Boxing,UKR,48 - 51kg (flyweight),M,Bronze
2000,Boxing,Boxing,FRA,48 - 51kg (flyweight),M,Bronze
2000,Boxing,Boxing,THA,48 - 51kg (flyweight),M,Gold
2000,Boxing,Boxing,KAZ,48 - 51kg (flyweight),M,Silver
2000,Boxing,Boxing,UKR,51 - 54kg (bantamweight),M,Bronze
2000,Boxing,Boxing,USA,51 - 54kg (bantamweight),M,Bronze
2000,Boxing,Boxing,CUB,51 - 54kg (bantamweight),M,Gold
2000,Boxing,Boxing,RUS,51 - 54kg (bantamweight),M,Silver
2000,Boxing,Boxing,RUS,54 - 57kg (featherweight),M,Bronze
2000,Boxing,Boxing,MAR,54 - 57kg (featherweight),M,Bronze
2000,Boxing,Boxing,KAZ,54 - 57kg (featherweight),M,Gold
2000,Boxing,Boxing,USA,54 - 57kg (featherweight),M,Silver
2000,Boxing,Boxing,MEX,57 - 60kg (lightweight),M,Bronze
2000,Boxing,Boxing,RUS,57 - 60kg (lightweight),M,Bronze
2000,Boxing,Boxing,CUB,57 - 60kg (lightweight),M,Gold
2000,Boxing,Boxing,UKR,57 - 60kg (lightweight),M,Silver
2000,Boxing,Boxing,ALG,60 - 63.5kg (light-welterweight),M,Bronze
2000,Boxing,Boxing,CUB,60 - 63.5kg (light-welterweight),M,Bronze
2000,Boxing,Boxing,UZB,60 - 63.5kg (light-welterweight),M,Gold
2000,Boxing,Boxing,USA,60 - 63.5kg (light-welterweight),M,Silver
2000,Boxing,Boxing,MDA,63.5 - 67kg (welterweight),M,Bronze
2000,Boxing,Boxing,ROU,63.5 - 67kg (welterweight),M,Bronze
2000,Boxing,Boxing,RUS,63.5 - 67kg (welterweight),M,Gold
2000,Boxing,Boxing,UKR,63.5 - 67kg (welterweight),M,Silver
2000,Boxing,Boxing,USA,67 - 71kg (light-middleweight),M,Bronze
2000,Boxing,Boxing,THA,67 - 71kg (light-middleweight),M,Bronze
2000,Boxing,Boxing,KAZ,67 - 71kg (light-middleweight),M,Gold
2000,Boxing,Boxing,ROU,67 - 71kg (light-middleweight),M,Silver
2000,Boxing,Boxing,AZE,71-75kg,M,Bronze
2000,Boxing,Boxing,HUN,71-75kg,M,Bronze
2000,Boxing,Boxing,CUB,71-75kg,M,Gold
2000,Boxing,Boxing,RUS,71-75kg,M,Silver
2000,Boxing,Boxing,UKR,75 - 81kg (light-heavyweight),M,Bronze
2000,Boxing,Boxing,UZB,75 - 81kg (light-heavyweight),M,Bronze
2000,Boxing,Boxing,RUS,75 - 81kg (light-heavyweight),M,Gold
2000,Boxing,Boxing,CZE,75 - 81kg (light-heavyweight),M,Silver
2000,Boxing,Boxing,GER,81 - 91kg (heavyweight),M,Bronze
2000,Boxing,Boxing,GEO,81 - 91kg (heavyweight),M,Bronze
2000,Boxing,Boxing,CUB,81 - 91kg (heavyweight),M,Gold
2000,Boxing,Boxing,RUS,81 - 91kg (heavyweight),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,CAN,C-1 1000m (canoe single),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,GER,C-1 1000m (canoe single),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,CUB,C-1 1000m (canoe single),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,GER,C-1 500m (canoe single),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,HUN,C-1 500m (canoe single),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,RUS,C-1 500m (canoe single),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,GER,C-2 1000m (canoe double),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,ROU,C-2 1000m (canoe double),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,CUB,C-2 1000m (canoe double),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,ROU,C-2 500m (canoe double),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,HUN,C-2 500m (canoe double),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,POL,C-2 500m (canoe double),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,GBR,K-1 1000m (kayak single),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,NOR,K-1 1000m (kayak single),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,BUL,K-1 1000m (kayak single),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,ISR,K-1 500m (kayak single),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,NOR,K-1 500m (kayak single),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,BUL,K-1 500m (kayak single),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,AUS,K-1 500m (kayak single),W,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,ITA,K-1 500m (kayak single),W,Gold
2000,Canoe / Kayak,Canoe / Kayak F,CAN,K-1 500m (kayak single),W,Silver
2000,Canoe / Kayak,Canoe / Kayak F,HUN,K-2 1000m (kayak double),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,ITA,K-2 1000m (kayak double),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,SWE,K-2 1000m (kayak double),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,GER,K-2 500m (kayak double),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,HUN,K-2 500m (kayak double),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,AUS,K-2 500m (kayak double),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,POL,K-2 500m (kayak double),W,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,GER,K-2 500m (kayak double),W,Gold
2000,Canoe / Kayak,Canoe / Kayak F,HUN,K-2 500m (kayak double),W,Silver
2000,Canoe / Kayak,Canoe / Kayak F,POL,K-4 1000m (kayak four),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,HUN,K-4 1000m (kayak four),M,Gold
2000,Canoe / Kayak,Canoe / Kayak F,GER,K-4 1000m (kayak four),M,Silver
2000,Canoe / Kayak,Canoe / Kayak F,ROU,K-4 500m (kayak four),W,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,GER,K-4 500m (kayak four),W,Gold
2000,Canoe / Kayak,Canoe / Kayak F,HUN,K-4 500m (kayak four),W,Silver
2000,Canoe / Kayak,Canoe / Kayak S,SVK,C-1 (canoe single),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak S,FRA,C-1 (canoe single),M,Gold
2000,Canoe / Kayak,Canoe / Kayak S,SVK,C-1 (canoe single),M,Silver
2000,Canoe / Kayak,Canoe / Kayak S,CZE,C-2 (canoe double),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak S,SVK,C-2 (canoe double),M,Gold
2000,Canoe / Kayak,Canoe / Kayak S,POL,C-2 (canoe double),M,Silver
2000,Canoe / Kayak,Canoe / Kayak S,ITA,K-1 (kayak single),M,Bronze
2000,Canoe / Kayak,Canoe / Kayak S,GER,K-1 (kayak single),M,Gold
2000,Canoe / Kayak,Canoe / Kayak S,GBR,K-1 (kayak single),M,Silver
2000,Canoe / Kayak,Canoe / Kayak S,FRA,K-1 (kayak single),W,Bronze
2000,Canoe / Kayak,Canoe / Kayak S,CZE,K-1 (kayak single),W,Gold
2000,Canoe / Kayak,Canoe / Kayak S,FRA,K-1 (kayak single),W,Silver
2000,Cycling,Cycling Road,GER,individual road race,M,Bronze
2000,Cycling,Cycling Road,GER,individual road race,M,Gold
2000,Cycling,Cycling Road,KAZ,individual road race,M,Silver
2000,Cycling,Cycling Road,LTU,individual road race,W,Bronze
2000,Cycling,Cycling Road,NED,individual road race,W,Gold
2000,Cycling,Cycling Road,GER,individual road race,W,Silver
2000,Cycling,Cycling Road,USA,individual time trial,M,Bronze
2000,Cycling,Cycling Road,RUS,individual time trial,M,Gold
2000,Cycling,Cycling Road,GER,individual time trial,M,Silver
2000,Cycling,Cycling Road,FRA,individual time trial,W,Bronze
2000,Cycling,Cycling Road,NED,individual time trial,W,Gold
2000,Cycling,Cycling Road,USA,individual time trial,W,Silver
2000,Cycling,Cycling Track,AUS,1km time trial,M,Bronze
2000,Cycling,Cycling Track,GBR,1km time trial,M,Gold
2000,Cycling,Cycling Track,GER,1km time trial,M,Silver
2000,Cycling,Cycling Track,CHN,500m time trial,W,Bronze
2000,Cycling,Cycling Track,FRA,500m time trial,W,Gold
2000,Cycling,Cycling Track,AUS,500m time trial,W,Silver
2000,Cycling,Cycling Track,AUS,Individual Pursuit,M,Bronze
2000,Cycling,Cycling Track,GER,Individual Pursuit,M,Gold
2000,Cycling,Cycling Track,GER,Individual Pursuit,M,Silver
2000,Cycling,Cycling Track,GBR,individual pursuit,W,Bronze
2000,Cycling,Cycling Track,NED,individual pursuit,W,Gold
2000,Cycling,Cycling Track,FRA,individual pursuit,W,Silver
2000,Cycling,Cycling Track,GER,Keirin,M,Bronze
2000,Cycling,Cycling Track,FRA,Keirin,M,Gold
