Edition,Sport,Discipline,NOC,Event,Event_gender,Medal
2000,Weightlifting,Weightlifting,BLR,62kg,M,Bronze
2000,Weightlifting,Weightlifting,CRO,62kg,M,Gold
2000,Weightlifting,Weightlifting,GRE,62kg,M,Silver
2000,Weightlifting,Weightlifting,GRE,63kg,W,Bronze
2000,Weightlifting,Weightlifting,CHN,63kg,W,Gold
2000,Weightlifting,Weightlifting,RUS,63kg,W,Silver
2000,Weightlifting,Weightlifting,BLR,69kg,M,Bronze
2000,Weightlifting,Weightlifting,BUL,69kg,M,Gold
2000,Weightlifting,Weightlifting,BUL,69kg,M,Silver
2000,Weightlifting,Weightlifting,IND,69kg,W,Bronze
2000,Weightlifting,Weightlifting,CHN,69kg,W,Gold
2000,Weightlifting,Weightlifting,HUN,69kg,W,Silver
2000,Weightlifting,Weightlifting,TPE,75kg,W,Bronze
2000,Weightlifting,Weightlifting,COL,75kg,W,Gold
2000,Weightlifting,Weightlifting,NGR,75kg,W,Silver
2000,Weightlifting,Weightlifting,ARM,77kg,M,Bronze
2000,Weightlifting,Weightlifting,CHN,77kg,M,Gold
2000,Weightlifting,Weightlifting,GRE,77kg,M,Silver
2000,Weightlifting,Weightlifting,GEO,85kg,M,Bronze
2000,Weightlifting,Weightlifting,GRE,85kg,M,Gold
2000,Weightlifting,Weightlifting,GER,85kg,M,Silver
2000,Weightlifting,Weightlifting,RUS,94kg,M,Bronze
2000,Weightlifting,Weightlifting,GRE,94kg,M,Gold
2000,Weightlifting,Weightlifting,POL,94kg,M,Silver
2000,Wrestling,Wrestling Free.,GRE,48 - 54kg,M,Bronze
2000,Wrestling,Wrestling Free.,AZE,48 - 54kg,M,Gold
2000,Wrestling,Wrestling Free.,USA,48 - 54kg,M,Silver
2000,Wrestling,Wrestling Free.,USA,54 - 58kg,M,Bronze
2000,Wrestling,Wrestling Free.,IRI,54 - 58kg,M,Gold
2000,Wrestling,Wrestling Free.,UKR,54 - 58kg,M,Silver
2000,Wrestling,Wrestling Free.,KOR,58 - 63kg,M,Bronze
2000,Wrestling,Wrestling Free.,RUS,58 - 63kg,M,Gold
2000,Wrestling,Wrestling Free.,BUL,58 - 63kg,M,Silver
2000,Wrestling,Wrestling Free.,USA,63 - 69kg,M,Bronze
2000,Wrestling,Wrestling Free.,CAN,63 - 69kg,M,Gold
2000,Wrestling,Wrestling Free.,RUS,63 - 69kg,M,Silver
2000,Wrestling,Wrestling Free.,TUR,69 - 76kg,M,Bronze
2000,Wrestling,Wrestling Free.,USA,69 - 76kg,M,Gold
2000,Wrestling,Wrestling Free.,KOR,69 - 76kg,M,Silver
2000,Wrestling,Wrestling Free.,MKD,76 - 85kg,M,Bronze
2000,Wrestling,Wrestling Free.,RUS,76 - 85kg,M,Gold
2000,Wrestling,Wrestling Free.,CUB,76 - 85kg,M,Silver
2000,Wrestling,Wrestling Free.,GEO,85 - 97kg,M,Bronze
2000,Wrestling,Wrestling Free.,RUS,85 - 97kg,M,Gold
2000,Wrestling,Wrestling Free.,KAZ,85 - 97kg,M,Silver
2000,Wrestling,Wrestling Free.,CUB,97 - 130kg,M,Bronze
2000,Wrestling,Wrestling Free.,RUS,97 - 130kg,M,Gold
2000,Wrestling,Wrestling Free.,UZB,97 - 130kg,M,Silver
2000,Wrestling,Wrestling Gre-R,PRK,48 - 54kg,M,Bronze
2000,Wrestling,Wrestling Gre-R,KOR,48 - 54kg,M,Gold
2000,Wrestling,Wrestling Gre-R,CUB,48 - 54kg,M,Silver
2000,Wrestling,Wrestling Gre-R,CHN,54 - 58kg,M,Bronze
2000,Wrestling,Wrestling Gre-R,BUL,54 - 58kg,M,Gold
2000,Wrestling,Wrestling Gre-R,KOR,54 - 58kg,M,Silver
2000,Wrestling,Wrestling Gre-R,GEO,58 - 63kg,M,Bronze
2000,Wrestling,Wrestling Gre-R,RUS,58 - 63kg,M,Gold
2000,Wrestling,Wrestling Gre-R,CUB,58 - 63kg,M,Silver
2000,Wrestling,Wrestling Gre-R,RUS,63 - 69kg,M,Bronze
2000,Wrestling,Wrestling Gre-R,CUB,63 - 69kg,M,Gold
2000,Wrestling,Wrestling Gre-R,JPN,63 - 69kg,M,Silver
2000,Wrestling,Wrestling Gre-R,FIN,69 - 76kg,M,Bronze
2000,Wrestling,Wrestling Gre-R,RUS,69 - 76kg,M,Gold
2000,Wrestling,Wrestling Gre-R,USA,69 - 76kg,M,Silver
2000,Wrestling,Wrestling Gre-R,GEO,76 - 85kg,M,Bronze
2000,Wrestling,Wrestling Gre-R,TUR,76 - 85kg,M,Gold
2000,Wrestling,Wrestling Gre-R,HUN,76 - 85kg,M,Silver
2000,Wrestling,Wrestling Gre-R,USA,85 - 97kg,M,Bronze
2000,Wrestling,Wrestling Gre-R,SWE,85 - 97kg,M,Gold
2000,Wrestling,Wrestling Gre-R,UKR,85 - 97kg,M,Silver
2000,Wrestling,Wrestling Gre-R,BLR,97 - 130kg,M,Bronze
2000,Wrestling,Wrestling Gre-R,USA,97 - 130kg,M,Gold
2000,Wrestling,Wrestling Gre-R,RUS,97 - 130kg,M,Silver
2004,Aquatics,Diving,CHN,10m platform,M,Bronze
2004,Aquatics,Diving,CHN,10m platform,M,Gold
2004,Aquatics,Diving,AUS,10m platform,M,Silver
2004,Aquatics,Diving,AUS,10m platform,W,Bronze
2004,Aquatics,Diving,AUS,10m platform,W,Gold
2004,Aquatics,Diving,CHN,10m platform,W,Silver
2004,Aquatics,Diving,RUS,3m springboard,M,Bronze
2004,Aquatics,Diving,CHN,3m springboard,M,Gold
2004,Aquatics,Diving,CAN,3m springboard,M,Silver
2004,Aquatics,Diving,RUS,3m springboard,W,Bronze
2004,Aquatics,Diving,CHN,3m springboard,W,Gold
2004,Aquatics,Diving,CHN,3m springboard,W,Silver
2004,Aquatics,Diving,AUS,synchronized diving 10m platform,M,Bronze
2004,Aquatics,Diving,CHN,synchronized diving 10m platform,M,Gold
2004,Aquatics,Diving,GBR,synchronized diving 10m platform,M,Silver
2004,Aquatics,Diving,CAN,synchronized diving 10m platform,W,Bronze
2004,Aquatics,Diving,CHN,synchronized diving 10m platform,W,Gold
2004,Aquatics,Diving,RUS,synchronized diving 10m platform,W,Silver
2004,Aquatics,Diving,AUS,synchronized diving 3m springboard,M,Bronze
2004,Aquatics,Diving,GRE,synchronized diving 3m springboard,M,Gold
2004,Aquatics,Diving,GER,synchronized diving 3m springboard,M,Silver
2004,Aquatics,Diving,AUS,synchronized diving 3m springboard,W,Bronze
2004,Aquatics,Diving,CHN,synchronized diving 3m springboard,W,Gold
2004,Aquatics,Diving,RUS,synchronized diving 3m springboard,W,Silver
2004,Aquatics,Swimming,JPN,100m backstroke,M,Bronze
2004,Aquatics,Swimming,USA,100m backstroke,M,Gold
2004,Aquatics,Swimming,AUT,100m backstroke,M,Silver
2004,Aquatics,Swimming,FRA,100m backstroke,W,Bronze
2004,Aquatics,Swimming,USA,100m backstroke,W,Gold
2004,Aquatics,Swimming,ZIM,100m backstroke,W,Silver
2004,Aquatics,Swimming,FRA,100m breaststroke,M,Bronze
2004,Aquatics,Swimming,JPN,100m breaststroke,M,Gold
2004,Aquatics,Swimming,USA,100m breaststroke,M,Silver
2004,Aquatics,Swimming,AUS,100m breaststroke,W,Bronze
2004,Aquatics,Swimming,CHN,100m breaststroke,W,Gold
2004,Aquatics,Swimming,AUS,100m breaststroke,W,Silver
2004,Aquatics,Swimming,UKR,100m butterfly,M,Bronze
2004,Aquatics,Swimming,USA,100m butterfly,M,Gold
2004,Aquatics,Swimming,USA,100m butterfly,M,Silver
2004,Aquatics,Swimming,NED,100m butterfly,W,Bronze
2004,Aquatics,Swimming,AUS,100m butterfly,W,Gold
2004,Aquatics,Swimming,POL,100m butterfly,W,Silver
2004,Aquatics,Swimming,AUS,100m freestyle,M,Bronze
2004,Aquatics,Swimming,NED,100m freestyle,M,Gold
2004,Aquatics,Swimming,RSA,100m freestyle,M,Silver
2004,Aquatics,Swimming,USA,100m freestyle,W,Bronze
2004,Aquatics,Swimming,AUS,100m freestyle,W,Gold
2004,Aquatics,Swimming,NED,100m freestyle,W,Silver
2004,Aquatics,Swimming,GBR,1500m freestyle,M,Bronze
2004,Aquatics,Swimming,AUS,1500m freestyle,M,Gold
2004,Aquatics,Swimming,USA,1500m freestyle,M,Silver
2004,Aquatics,Swimming,ROU,200m backstroke,M,Bronze
2004,Aquatics,Swimming,USA,200m backstroke,M,Gold
2004,Aquatics,Swimming,AUT,200m backstroke,M,Silver
2004,Aquatics,Swimming,GER,200m backstroke,W,Bronze
2004,Aquatics,Swimming,JPN,200m backstroke,W,Bronze
2004,Aquatics,Swimming,ZIM,200m backstroke,W,Gold
2004,Aquatics,Swimming,RUS,200m backstroke,W,Silver
2004,Aquatics,Swimming,USA,200m breaststroke,M,Bronze
2004,Aquatics,Swimming,JPN,200m breaststroke,M,Gold
2004,Aquatics,Swimming,HUN,200m breaststroke,M,Silver
2004,Aquatics,Swimming,GER,200m breaststroke,W,Bronze
2004,Aquatics,Swimming,USA,200m breaststroke,W,Gold
2004,Aquatics,Swimming,AUS,200m breaststroke,W,Silver
2004,Aquatics,Swimming,GBR,200m butterfly,M,Bronze
2004,Aquatics,Swimming,USA,200m butterfly,M,Gold
2004,Aquatics,Swimming,JPN,200m butterfly,M,Silver
2004,Aquatics,Swimming,JPN,200m butterfly,W,Bronze
2004,Aquatics,Swimming,POL,200m butterfly,W,Gold
2004,Aquatics,Swimming,AUS,200m butterfly,W,Silver
2004,Aquatics,Swimming,USA,200m freestyle,M,Bronze
2004,Aquatics,Swimming,AUS,200m freestyle,M,Gold
2004,Aquatics,Swimming,NED,200m freestyle,M,Silver
2004,Aquatics,Swimming,FRA,200m freestyle,W,Bronze
2004,Aquatics,Swimming,ROU,200m freestyle,W,Gold
2004,Aquatics,Swimming,ITA,200m freestyle,W,Silver
2004,Aquatics,Swimming,TRI,200m individual medley,M,Bronze
2004,Aquatics,Swimming,USA,200m individual medley,M,Gold
2004,Aquatics,Swimming,USA,200m individual medley,M,Silver
2004,Aquatics,Swimming,ZIM,200m individual medley,W,Bronze
2004,Aquatics,Swimming,UKR,200m individual medley,W,Gold
2004,Aquatics,Swimming,USA,200m individual medley,W,Silver
2004,Aquatics,Swimming,USA,400m freestyle,M,Bronze
2004,Aquatics,Swimming,AUS,400m freestyle,M,Gold
2004,Aquatics,Swimming,AUS,400m freestyle,M,Silver
2004,Aquatics,Swimming,USA,400m freestyle,W,Bronze
2004,Aquatics,Swimming,FRA,400m freestyle,W,Gold
2004,Aquatics,Swimming,POL,400m freestyle,W,Silver
2004,Aquatics,Swimming,HUN,400m individual medley,M,Bronze
2004,Aquatics,Swimming,USA,400m individual medley,M,Gold
2004,Aquatics,Swimming,USA,400m individual medley,M,Silver
2004,Aquatics,Swimming,ARG,400m individual medley,W,Bronze
2004,Aquatics,Swimming,UKR,400m individual medley,W,Gold
2004,Aquatics,Swimming,USA,400m individual medley,W,Silver
2004,Aquatics,Swimming,USA,4x100m freestyle relay,M,Bronze
2004,Aquatics,Swimming,RSA,4x100m freestyle relay,M,Gold
2004,Aquatics,Swimming,NED,4x100m freestyle relay,M,Silver
2004,Aquatics,Swimming,NED,4x100m freestyle relay,W,Bronze
2004,Aquatics,Swimming,AUS,4x100m freestyle relay,W,Gold
2004,Aquatics,Swimming,USA,4x100m freestyle relay,W,Silver
2004,Aquatics,Swimming,JPN,4x100m medley relay,M,Bronze
2004,Aquatics,Swimming,USA,4x100m medley relay,M,Gold
2004,Aquatics,Swimming,GER,4x100m medley relay,M,Silver
2004,Aquatics,Swimming,GER,4x100m medley relay,W,Bronze
2004,Aquatics,Swimming,AUS,4x100m medley relay,W,Gold
2004,Aquatics,Swimming,USA,4x100m medley relay,W,Silver
2004,Aquatics,Swimming,ITA,4x200m freestyle relay,M,Bronze
2004,Aquatics,Swimming,USA,4x200m freestyle relay,M,Gold
2004,Aquatics,Swimming,AUS,4x200m freestyle relay,M,Silver
2004,Aquatics,Swimming,GER,4x200m freestyle relay,W,Bronze
2004,Aquatics,Swimming,USA,4x200m freestyle relay,W,Gold
2004,Aquatics,Swimming,CHN,4x200m freestyle relay,W,Silver
2004,Aquatics,Swimming,RSA,50m freestyle,M,Bronze
2004,Aquatics,Swimming,USA,50m freestyle,M,Gold
2004,Aquatics,Swimming,CRO,50m freestyle,M,Silver
2004,Aquatics,Swimming,AUS,50m freestyle,W,Bronze
2004,Aquatics,Swimming,NED,50m freestyle,W,Gold
2004,Aquatics,Swimming,FRA,50m freestyle,W,Silver
2004,Aquatics,Swimming,USA,800m freestyle,W,Bronze
2004,Aquatics,Swimming,JPN,800m freestyle,W,Gold
2004,Aquatics,Swimming,FRA,800m freestyle,W,Silver
2004,Aquatics,Synchronized S.,USA,duet,W,Bronze
2004,Aquatics,Synchronized S.,RUS,duet,W,Gold
2004,Aquatics,Synchronized S.,JPN,duet,W,Silver
2004,Aquatics,Synchronized S.,USA,team,W,Bronze
2004,Aquatics,Synchronized S.,RUS,team,W,Gold
2004,Aquatics,Synchronized S.,JPN,team,W,Silver
2004,Aquatics,Water polo,RUS,water polo,M,Bronze
2004,Aquatics,Water polo,HUN,water polo,M,Gold
2004,Aquatics,Water polo,SCG,water polo,M,Silver
2004,Aquatics,Water polo,USA,water polo,W,Bronze
2004,Aquatics,Water polo,ITA,water polo,W,Gold
2004,Aquatics,Water polo,GRE,water polo,W,Silver
2004,Archery,Archery,AUS,individual (FITA Olympic round - 70m),M,Bronze
2004,Archery,Archery,ITA,individual (FITA Olympic round - 70m),M,Gold
2004,Archery,Archery,JPN,individual (FITA Olympic round - 70m),M,Silver
2004,Archery,Archery,GBR,individual (FITA Olympic round - 70m),W,Bronze
2004,Archery,Archery,KOR,individual (FITA Olympic round - 70m),W,Gold
2004,Archery,Archery,KOR,individual (FITA Olympic round - 70m),W,Silver
2004,Archery,Archery,UKR,team (FITA Olympic round - 70m),M,Bronze
2004,Archery,Archery,KOR,team (FITA Olympic round - 70m),M,Gold
2004,Archery,Archery,TPE,team (FITA Olympic round - 70m),M,Silver
2004,Archery,Archery,TPE,team (FITA Olympic round - 70m),W,Bronze
2004,Archery,Archery,KOR,team (FITA Olympic round - 70m),W,Gold
2004,Archery,Archery,CHN,team (FITA Olympic round - 70m),W,Silver
2004,Athletics,Athletics,ERI,10000m,M,Bronze
2004,Athletics,Athletics,ETH,10000m,M,Gold
2004,Athletics,Athletics,ETH,10000m,M,Silver
2004,Athletics,Athletics,ETH,10000m,W,Bronze
2004,Athletics,Athletics,CHN,10000m,W,Gold
2004,Athletics,Athletics,ETH,10000m,W,Silver
2004,Athletics,Athletics,USA,100m,M,Bronze
2004,Athletics,Athletics,USA,100m,M,Gold
2004,Athletics,Athletics,POR,100m,M,Silver
2004,Athletics,Athletics,JAM,100m,W,Bronze
2004,Athletics,Athletics,BLR,100m,W,Gold
2004,Athletics,Athletics,USA,100m,W,Silver
2004,Athletics,Athletics,USA,100m hurdles,W,Bronze
2004,Athletics,Athletics,USA,100m hurdles,W,Gold
2004,Athletics,Athletics,UKR,100m hurdles,W,Silver
2004,Athletics,Athletics,CUB,110m hurdles,M,Bronze
2004,Athletics,Athletics,CHN,110m hurdles,M,Gold
2004,Athletics,Athletics,USA,110m hurdles,M,Silver
2004,Athletics,Athletics,POR,1500m,M,Bronze
2004,Athletics,Athletics,MAR,1500m,M,Gold
2004,Athletics,Athletics,KEN,1500m,M,Silver
2004,Athletics,Athletics,ROU,1500m,W,Bronze
2004,Athletics,Athletics,GBR,1500m,W,Gold
2004,Athletics,Athletics,RUS,1500m,W,Silver
2004,Athletics,Athletics,USA,200m,M,Bronze
2004,Athletics,Athletics,USA,200m,M,Gold
2004,Athletics,Athletics,USA,200m,M,Silver
2004,Athletics,Athletics,BAH,200m,W,Bronze
2004,Athletics,Athletics,JAM,200m,W,Gold
2004,Athletics,Athletics,USA,200m,W,Silver
2004,Athletics,Athletics,AUS,20km race walk,W,Bronze
2004,Athletics,Athletics,GRE,20km race walk,W,Gold
2004,Athletics,Athletics,RUS,20km race walk,W,Silver
2004,Athletics,Athletics,AUS,20km walk,M,Bronze
2004,Athletics,Athletics,ITA,20km walk,M,Gold
2004,Athletics,Athletics,ESP,20km walk,M,Silver
2004,Athletics,Athletics,KEN,3000m steeplechase,M,Bronze
2004,Athletics,Athletics,KEN,3000m steeplechase,M,Gold
2004,Athletics,Athletics,KEN,3000m steeplechase,M,Silver
2004,Athletics,Athletics,USA,400m,M,Bronze
2004,Athletics,Athletics,USA,400m,M,Gold
2004,Athletics,Athletics,USA,400m,M,Silver
2004,Athletics,Athletics,RUS,400m,W,Bronze
2004,Athletics,Athletics,BAH,400m,W,Gold
2004,Athletics,Athletics,MEX,400m,W,Silver
2004,Athletics,Athletics,FRA,400m hurdles,M,Bronze
2004,Athletics,Athletics,DOM,400m hurdles,M,Gold
2004,Athletics,Athletics,JAM,400m hurdles,M,Silver
2004,Athletics,Athletics,UKR,400m hurdles,W,Bronze
2004,Athletics,Athletics,GRE,400m hurdles,W,Gold
2004,Athletics,Athletics,ROU,400m hurdles,W,Silver
2004,Athletics,Athletics,NGR,4x100m relay,M,Bronze
2004,Athletics,Athletics,GBR,4x100m relay,M,Gold
2004,Athletics,Athletics,USA,4x100m relay,M,Silver
2004,Athletics,Athletics,FRA,4x100m relay,W,Bronze
2004,Athletics,Athletics,JAM,4x100m relay,W,Gold
2004,Athletics,Athletics,RUS,4x100m relay,W,Silver
2004,Athletics,Athletics,NGR,4x400m relay,M,Bronze
2004,Athletics,Athletics,USA,4x400m relay,M,Gold
2004,Athletics,Athletics,AUS,4x400m relay,M,Silver
2004,Athletics,Athletics,JAM,4x400m relay,W,Bronze
2004,Athletics,Athletics,USA,4x400m relay,W,Gold
2004,Athletics,Athletics,RUS,4x400m relay,W,Silver
2004,Athletics,Athletics,KEN,5000m,M,Bronze
2004,Athletics,Athletics,MAR,5000m,M,Gold
2004,Athletics,Athletics,ETH,5000m,M,Silver
2004,Athletics,Athletics,ETH,5000m,W,Bronze
2004,Athletics,Athletics,ETH,5000m,W,Gold
2004,Athletics,Athletics,KEN,5000m,W,Silver
2004,Athletics,Athletics,RUS,50km walk,M,Bronze
2004,Athletics,Athletics,POL,50km walk,M,Gold
2004,Athletics,Athletics,RUS,50km walk,M,Silver
2004,Athletics,Athletics,DEN,800m,M,Bronze
2004,Athletics,Athletics,RUS,800m,M,Gold
2004,Athletics,Athletics,RSA,800m,M,Silver
2004,Athletics,Athletics,SLO,800m,W,Bronze
2004,Athletics,Athletics,GBR,800m,W,Gold
2004,Athletics,Athletics,MAR,800m,W,Silver
2004,Athletics,Athletics,KAZ,decathlon,M,Bronze
2004,Athletics,Athletics,CZE,decathlon,M,Gold
2004,Athletics,Athletics,USA,decathlon,M,Silver
2004,Athletics,Athletics,EST,discus throw,M,Bronze
2004,Athletics,Athletics,LTU,discus throw,M,Gold
2004,Athletics,Athletics,HUN,discus throw,M,Silver
2004,Athletics,Athletics,BLR,discus throw,W,Bronze
2004,Athletics,Athletics,RUS,discus throw,W,Gold
2004,Athletics,Athletics,GRE,discus throw,W,Silver
2004,Athletics,Athletics,TUR,hammer throw,M,Bronze
2004,Athletics,Athletics,JPN,hammer throw,M,Gold
2004,Athletics,Athletics,BLR,hammer throw,M,Silver
2004,Athletics,Athletics,CUB,hammer throw,W,Bronze
2004,Athletics,Athletics,RUS,hammer throw,W,Gold
2004,Athletics,Athletics,CUB,hammer throw,W,Silver
2004,Athletics,Athletics,GBR,heptathlon,W,Bronze
2004,Athletics,Athletics,SWE,heptathlon,W,Gold
2004,Athletics,Athletics,LTU,heptathlon,W,Silver
2004,Athletics,Athletics,CZE,high jump,M,Bronze
2004,Athletics,Athletics,SWE,high jump,M,Gold
2004,Athletics,Athletics,USA,high jump,M,Silver
2004,Athletics,Athletics,UKR,high jump,W,Bronze
2004,Athletics,Athletics,RUS,high jump,W,Gold
2004,Athletics,Athletics,RSA,high jump,W,Silver
2004,Athletics,Athletics,RUS,javelin throw,M,Bronze
2004,Athletics,Athletics,NOR,javelin throw,M,Gold
2004,Athletics,Athletics,LAT,javelin throw,M,Silver
2004,Athletics,Athletics,GRE,javelin throw,W,Bronze
2004,Athletics,Athletics,CUB,javelin throw,W,Gold
2004,Athletics,Athletics,GER,javelin throw,W,Silver
2004,Athletics,Athletics,ESP,long jump,M,Bronze
2004,Athletics,Athletics,USA,long jump,M,Gold
2004,Athletics,Athletics,USA,long jump,M,Silver
2004,Athletics,Athletics,RUS,long jump,W,Bronze
2004,Athletics,Athletics,RUS,long jump,W,Gold
2004,Athletics,Athletics,RUS,long jump,W,Silver
2004,Athletics,Athletics,BRA,marathon,M,Bronze
2004,Athletics,Athletics,ITA,marathon,M,Gold
2004,Athletics,Athletics,USA,marathon,M,Silver
2004,Athletics,Athletics,USA,marathon,W,Bronze
2004,Athletics,Athletics,JPN,marathon,W,Gold
2004,Athletics,Athletics,KEN,marathon,W,Silver
2004,Athletics,Athletics,ITA,pole vault,M,Bronze
2004,Athletics,Athletics,USA,pole vault,M,Gold
2004,Athletics,Athletics,USA,pole vault,M,Silver
2004,Athletics,Athletics,POL,pole vault,W,Bronze
2004,Athletics,Athletics,RUS,pole vault,W,Gold
2004,Athletics,Athletics,RUS,pole vault,W,Silver
2004,Athletics,Athletics,DEN,shot put,M,Bronze
2004,Athletics,Athletics,UKR,shot put,M,Gold
2004,Athletics,Athletics,USA,shot put,M,Silver
2004,Athletics,Athletics,RUS,shot put,W,Bronze
2004,Athletics,Athletics,CUB,shot put,W,Gold
2004,Athletics,Athletics,GER,shot put,W,Silver
2004,Athletics,Athletics,RUS,triple jump,M,Bronze
2004,Athletics,Athletics,SWE,triple jump,M,Gold
2004,Athletics,Athletics,ROU,triple jump,M,Silver
2004,Athletics,Athletics,RUS,triple jump,W,Bronze
2004,Athletics,Athletics,CMR,triple jump,W,Gold
2004,Athletics,Athletics,GRE,triple jump,W,Silver
2004,Badminton,Badminton,INA,doubles,M,Bronze
2004,Badminton,Badminton,DEN,doubles,X,Bronze
2004,Badminton,Badminton,KOR,doubles,M,Gold
2004,Badminton,Badminton,CHN,doubles,X,Gold
2004,Badminton,Badminton,KOR,doubles,M,Silver
2004,Badminton,Badminton,GBR,doubles,X,Silver
2004,Badminton,Badminton,KOR,doubles,W,Bronze
2004,Badminton,Badminton,DEN,doubles,X,Bronze
2004,Badminton,Badminton,CHN,doubles,W,Gold
2004,Badminton,Badminton,CHN,doubles,X,Gold
2004,Badminton,Badminton,CHN,doubles,W,Silver
2004,Badminton,Badminton,GBR,doubles,X,Silver
2004,Badminton,Badminton,INA,singles,M,Bronze
2004,Badminton,Badminton,INA,singles,M,Gold
2004,Badminton,Badminton,KOR,singles,M,Silver
2004,Badminton,Badminton,CHN,singles,W,Bronze
2004,Badminton,Badminton,CHN,singles,W,Gold
2004,Badminton,Badminton,NED,singles,W,Silver
2004,Baseball,Baseball,JPN,baseball,M,Bronze
2004,Baseball,Baseball,CUB,baseball,M,Gold
2004,Baseball,Baseball,AUS,baseball,M,Silver
2004,Basketball,Basketball,USA,basketball,M,Bronze
2004,Basketball,Basketball,ARG,basketball,M,Gold
2004,Basketball,Basketball,ITA,basketball,M,Silver
2004,Basketball,Basketball,RUS,basketball,W,Bronze
2004,Basketball,Basketball,USA,basketball,W,Gold
2004,Basketball,Basketball,AUS,basketball,W,Silver
2004,Boxing,Boxing,ITA,+ 91kg (super heavyweight),M,Bronze
2004,Boxing,Boxing,CUB,+ 91kg (super heavyweight),M,Bronze
2004,Boxing,Boxing,RUS,+ 91kg (super heavyweight),M,Gold
2004,Boxing,Boxing,EGY,+ 91kg (super heavyweight),M,Silver
2004,Boxing,Boxing,AZE,48 - 51kg (flyweight),M,Bronze
2004,Boxing,Boxing,GER,48 - 51kg (flyweight),M,Bronze
2004,Boxing,Boxing,CUB,48 - 51kg (flyweight),M,Gold
2004,Boxing,Boxing,FRA,48 - 51kg (flyweight),M,Silver
2004,Boxing,Boxing,RUS,48kg (light flywieght),M,Bronze
2004,Boxing,Boxing,CHN,48kg (light flywieght),M,Bronze
2004,Boxing,Boxing,CUB,48kg (light flywieght),M,Gold
2004,Boxing,Boxing,TUR,48kg (light flywieght),M,Silver
2004,Boxing,Boxing,AZE,51 - 54kg (bantamweight),M,Bronze
2004,Boxing,Boxing,UZB,51 - 54kg (bantamweight),M,Bronze
2004,Boxing,Boxing,CUB,51 - 54kg (bantamweight),M,Gold
2004,Boxing,Boxing,THA,51 - 54kg (bantamweight),M,Silver
2004,Boxing,Boxing,KOR,54 - 57kg (featherweight),M,Bronze
2004,Boxing,Boxing,GER,54 - 57kg (featherweight),M,Bronze
2004,Boxing,Boxing,RUS,54 - 57kg (featherweight),M,Gold
2004,Boxing,Boxing,PRK,54 - 57kg (featherweight),M,Silver
2004,Boxing,Boxing,RUS,57 - 60kg (lightweight),M,Bronze
2004,Boxing,Boxing,KAZ,57 - 60kg (lightweight),M,Bronze
2004,Boxing,Boxing,CUB,57 - 60kg (lightweight),M,Gold
2004,Boxing,Boxing,GBR,57 - 60kg (lightweight),M,Silver
2004,Boxing,Boxing,BUL,60 - 64 kg,M,Bronze
2004,Boxing,Boxing,ROU,60 - 64 kg,M,Bronze
2004,Boxing,Boxing,THA,60 - 64 kg,M,Gold
2004,Boxing,Boxing,CUB,60 - 64 kg,M,Silver
2004,Boxing,Boxing,KOR,64 - 69 kg,M,Bronze
2004,Boxing,Boxing,RUS,64 - 69 kg,M,Bronze
2004,Boxing,Boxing,KAZ,64 - 69 kg,M,Gold
2004,Boxing,Boxing,CUB,64 - 69 kg,M,Silver
2004,Boxing,Boxing,USA,69 - 75 kg,M,Bronze
2004,Boxing,Boxing,THA,69 - 75 kg,M,Bronze
2004,Boxing,Boxing,RUS,69 - 75 kg,M,Gold
2004,Boxing,Boxing,KAZ,69 - 75 kg,M,Silver
2004,Boxing,Boxing,UZB,75 - 81kg (light-heavyweight),M,Bronze
2004,Boxing,Boxing,EGY,75 - 81kg (light-heavyweight),M,Bronze
2004,Boxing,Boxing,USA,75 - 81kg (light-heavyweight),M,Gold
2004,Boxing,Boxing,BLR,75 - 81kg (light-heavyweight),M,Silver
2004,Boxing,Boxing,SYR,81 - 91kg (heavyweight),M,Bronze
2004,Boxing,Boxing,EGY,81 - 91kg (heavyweight),M,Bronze
2004,Boxing,Boxing,CUB,81 - 91kg (heavyweight),M,Gold
2004,Boxing,Boxing,BLR,81 - 91kg (heavyweight),M,Silver
2004,Canoe / Kayak,Canoe / Kayak F,HUN,C-1 1000m (canoe single),M,Bronze
2004,Canoe / Kayak,Canoe / Kayak F,ESP,C-1 1000m (canoe single),M,Gold
2004,Canoe / Kayak,Canoe / Kayak F,GER,C-1 1000m (canoe single),M,Silver
2004,Canoe / Kayak,Canoe / Kayak F,RUS,C-1 500m (canoe single),M,Bronze
2004,Canoe / Kayak,Canoe / Kayak F,GER,C-1 500m (canoe single),M,Gold
2004,Canoe / Kayak,Canoe / Kayak F,ESP,C-1 500m (canoe single),M,Silver
2004,Canoe / Kayak,Canoe / Kayak F,HUN,C-2 1000m (canoe double),M,Bronze
2004,Canoe / Kayak,Canoe / Kayak F,GER,C-2 1000m (canoe double),M,Gold
2004,Canoe / Kayak,Canoe / Kayak F,RUS,C-2 1000m (canoe double),M,Silver
2004,Canoe / Kayak,Canoe / Kayak F,RUS,C-2 500m (canoe double),M,Bronze
2004,Canoe / Kayak,Canoe / Kayak F,CHN,C-2 500m (canoe double),M,Gold
2004,Canoe / Kayak,Canoe / Kayak F,CUB,C-2 500m (canoe double),M,Silver
2004,Canoe / Kayak,Canoe / Kayak F,CAN,K-1 1000m (kayak single),M,Bronze
